"";"";"";"Domenica";"";"Lunedi"
"Ente";"Sezioni";"% ore 12";"% ore 19";"% ore 23";"% ore 15"
"SEZIONE 1259";"";"20,25";"44,19";"52,83";"63,46"
"SEZIONE 1260";"";"19,82";"47,03";"57,21";"68,02"
"SEZIONE 1261";"";"16,77";"41,05";"49,79";"62,14"
"SEZIONE 1263";"";"12,58";"31,99";"38,51";"48,76"
"SEZIONE 1264";"";"22,83";"50,45";"59,01";"68,09"
"SEZIONE 1265";"";"18,24";"48,61";"58,04";"68,82"
"SEZIONE 1267";"";"21,24";"46,46";"52,15";"64,59"
"SEZIONE 1268";"";"21,50";"53,25";"64,38";"71,50"
"SEZIONE 1270";"";"15,57";"41,00";"47,43";"58,00"
"SEZIONE 1271";"";"17,55";"48,78";"57,35";"68,27"
"SEZIONE 1273";"";"15,76";"32,53";"34,55";"45,05"
"SEZIONE 1274";"";"24,24";"51,70";"59,47";"70,27"
"SEZIONE 1275";"";"17,79";"45,79";"53,74";"65,28"
"SEZIONE 1276";"";"22,31";"52,26";"62,53";"74,56"
"SEZIONE 1280";"";"19,23";"48,50";"59,26";"70,32"
"SEZIONE 1283";"";"17,24";"39,08";"45,16";"54,84"
"SEZIONE 1285";"";"16,67";"45,18";"52,86";"66,02"
"SEZIONE 1286";"";"17,35";"47,31";"55,85";"64,52"
"SEZIONE 1287";"";"17,21";"42,55";"48,24";"59,39"
"SEZIONE 1291";"";"18,23";"43,42";"50,07";"58,18"
"SEZIONE 1292";"";"11,46";"28,66";"32,81";"40,32"
"SEZIONE 1294";"";"10,09";"19,15";"31,43";"39,62"
"SEZIONE 1296";"";"20,17";"47,39";"53,60";"64,03"
"SEZIONE 1297";"";"17,75";"46,31";"53,90";"64,28"
"SEZIONE 1304";"";"17,90";"48,91";"58,37";"71,18"
"SEZIONE 1307";"";"18,96";"48,10";"58,18";"72,48"
"SEZIONE 1309";"";"17,73";"46,60";"56,55";"67,49"
"SEZIONE 1312";"";"21,09";"50,17";"59,21";"70,92"
"SEZIONE 1314";"";"15,41";"49,63";"58,12";"67,71"
"SEZIONE 1315";"";"15,97";"43,21";"51,15";"63,54"
"SEZIONE 1316";"";"16,69";"42,26";"48,42";"58,80"
"SEZIONE 1317";"";"14,49";"46,38";"57,17";"73,11"
"SEZIONE 1318";"";"20,03";"47,46";"53,64";"66,67"
"SEZIONE 1319";"";"18,34";"50,00";"59,54";"73,11"
"SEZIONE 1320";"";"20,89";"54,07";"59,75";"69,59"
"SEZIONE 1321";"";"18,50";"50,43";"59,92";"69,99"
"SEZIONE 1323";"";"17,25";"45,15";"53,29";"57,49"
"SEZIONE 1324";"";"18,55";"45,23";"53,04";"67,57"
"SEZIONE 1326";"";"16,30";"48,59";"56,89";"67,41"
"SEZIONE 1328";"";"12,53";"43,56";"51,91";"58,00"
"SEZIONE 1329";"";"13,93";"46,36";"53,01";"64,66"
"SEZIONE 1331";"";"15,73";"39,47";"44,93";"56,67"
"SEZIONE 1332";"";"17,19";"44,79";"51,15";"59,27"
"SEZIONE 1333";"";"19,92";"50,21";"56,66";"67,32"
"SEZIONE 1334";"";"0";"44,48";"53,90";"67,05"
"SEZIONE 1338";"";"14,66";"39,81";"47,84";"58,49"
"SEZIONE 1339";"";"14,20";"32,25";"36,24";"48,67"
"SEZIONE 1340";"";"13,20";"36,13";"43,30";"52,92"
"SEZIONE 1341";"";"19,94";"51,17";"58,75";"67,12"
"SEZIONE 1342";"";"18,43";"43,05";"49,75";"61,47"
"SEZIONE 1343";"";"16,65";"41,33";"51,89";"63,15"
"SEZIONE 1345";"";"17,53";"41,94";"45,23";"56,96"
"SEZIONE 1346";"";"13,55";"42,92";"51,13";"62,01"
"SEZIONE 1348";"";"17,24";"44,98";"52,44";"63,04"
"SEZIONE 1349";"";"23,05";"45,39";"54,96";"56,21"
"SEZIONE 1350";"";"15,96";"42,84";"51,15";"62,95"
"SEZIONE 1351";"";"10,14";"30,11";"33,49";"45,25"
"SEZIONE 1352";"";"25,67";"42,88";"58,01";"75,67"
"SEZIONE 1354";"";"17,27";"45,88";"51,68";"61,86"
"SEZIONE 1357";"";"18,54";"49,78";"60,54";"76,08"
"SEZIONE 1358";"";"17,43";"45,04";"53,94";"66,67"
"SEZIONE 1359";"";"17,39";"50,28";"58,97";"69,45"
"SEZIONE 1361";"";"17,15";"46,10";"57,80";"71,05"
"SEZIONE 1362";"";"15,12";"48,33";"59,23";"71,25"
"SEZIONE 1366";"";"17,59";"49,86";"61,50";"74,52"
"SEZIONE 1368";"";"22,07";"54,64";"64,17";"75,63"
"SEZIONE 1369";"";"19,63";"52,34";"57,14";"66,22"
"SEZIONE 1371";"";"17,50";"45,49";"54,07";"64,04"
"SEZIONE 1373";"";"15,53";"39,36";"44,85";"54,89"
"SEZIONE 1374";"";"20,17";"51,62";"61,92";"71,09"
"SEZIONE 1375";"";"17,46";"48,38";"55,74";"66,33"
"SEZIONE 1377";"";"17,14";"48,82";"57,84";"67,31"
"SEZIONE 1382";"";"17,43";"48,02";"55,15";"68,30"
"SEZIONE 1383";"";"19,38";"47,33";"54,91";"65,84"
"SEZIONE 1384";"";"18,80";"49,44";"58,16";"68,37"
"SEZIONE 1387";"";"18,24";"48,48";"52,96";"60,32"
"SEZIONE 1388";"";"14,87";"40,33";"44,80";"55,02"
"SEZIONE 1391";"";"14,46";"43,59";"50,24";"59,88"
"SEZIONE 1392";"";"10,23";"23,25";"24,85";"32,46"
"SEZIONE 1394";"";"16,35";"47,17";"53,67";"62,05"
"SEZIONE 1396";"";"15,14";"51,57";"63,57";"78,26"
"SEZIONE 1398";"";"13,68";"28,17";"32,39";"40,64"
"SEZIONE 1399";"";"16,26";"46,48";"54,20";"63,14"
"SEZIONE 1400";"";"15,57";"39,59";"44,84";"54,97"
"SEZIONE 1401";"";"18,80";"53,12";"62,41";"70,43"
"SEZIONE 1403";"";"19,59";"52,16";"62,97";"74,46"
"SEZIONE 1404";"";"13,38";"37,56";"41,85";"50,77"
"SEZIONE 1406";"";"13,75";"38,99";"45,93";"56,61"
"SEZIONE 1407";"";"22,22";"47,95";"54,79";"63,47"
"SEZIONE 1410";"";"14,44";"34,72";"41,81";"55,00"
"SEZIONE 1411";"";"16,07";"53,48";"61,05";"68,93"
"SEZIONE 1412";"";"18,19";"47,68";"57,24";"67,33"
"SEZIONE 1413";"";"20,59";"49,85";"58,38";"68,97"
"SEZIONE 1415";"";"13,56";"50,98";"59,33";"71,38"
"SEZIONE 1417";"";"18,99";"53,66";"60,41";"71,28"
"SEZIONE 1419";"";"15,94";"43,00";"47,34";"58,62"
"SEZIONE 1420";"";"17,20";"47,37";"55,41";"67,15"
"SEZIONE 1421";"";"2,23";"7,01";"8,60";"13,69"
"SEZIONE 1423";"";"17,97";"50,22";"59,20";"72,16"
"SEZIONE 1424";"";"19,59";"50,24";"56,56";"70,46"
"SEZIONE 1425";"";"16,99";"42,10";"47,27";"56,43"
"SEZIONE 1426";"";"14,89";"46,44";"56,67";"69,67"
"SEZIONE 1428";"";"18,33";"46,52";"54,36";"66,25"
"SEZIONE 1430";"";"16,79";"48,02";"57,08";"67,26"
"SEZIONE 1432";"";"20,88";"43,77";"49,49";"61,95"
"SEZIONE 1439";"";"13,84";"28,50";"29,48";"39,58"
"SEZIONE 1441";"";"12,82";"32,70";"39,17";"47,81"
"SEZIONE 1442";"";"15,89";"49,84";"58,41";"67,29"
"SEZIONE 1443";"";"14,87";"50,36";"57,79";"67,27"
"SEZIONE 1446";"";"19,07";"49,49";"54,59";"66,08"
"SEZIONE 1447";"";"16,76";"38,13";"43,44";"54,05"
"SEZIONE 1448";"";"14,81";"44,33";"53,24";"65,51"
"SEZIONE 1449";"";"16,33";"45,78";"53,68";"64,78"
"SEZIONE 1450";"";"13,71";"38,66";"47,64";"58,60"
"SEZIONE 1451";"";"19,40";"48,13";"52,59";"62,14"
"SEZIONE 1452";"";"19,50";"53,11";"55,86";"65,19"
"SEZIONE 1453";"";"19,17";"45,98";"52,72";"63,08"
"SEZIONE 1454";"";"12,31";"35,18";"45,85";"53,44"
"SEZIONE 1455";"";"15,18";"47,29";"56,59";"67,18"
"SEZIONE 1457";"";"15,38";"44,58";"52,88";"65,27"
"SEZIONE 1458";"";"17,30";"44,40";"55,73";"67,05"
"SEZIONE 1459";"";"16,45";"44,77";"52,79";"65,99"
"SEZIONE 1460";"";"18,06";"48,19";"58,17";"68,82"
"SEZIONE 1461";"";"16,08";"43,27";"53,62";"67,08"
"SEZIONE 1463";"";"15,57";"48,47";"55,19";"66,98"
"SEZIONE 1464";"";"18,01";"46,32";"58,03";"69,12"
"SEZIONE 1465";"";"13,55";"29,37";"41,42";"N.P."
"SEZIONE 1466";"";"16,72";"48,63";"57,27";"66,99"
"SEZIONE 1468";"";"19,67";"44,50";"51,50";"61,17"
"SEZIONE 1470";"";"15,25";"40,77";"50,24";"57,78"
"SEZIONE 1471";"";"18,67";"48,07";"55,30";"70,60"
"SEZIONE 1474";"";"17,22";"49,32";"57,49";"69,55"
"SEZIONE 1476";"";"21,71";"54,63";"63,17";"73,49"
"SEZIONE 1478";"";"13,98";"47,27";"57,05";"69,00"
"SEZIONE 1479";"";"19,03";"47,99";"55,67";"68,20"
"SEZIONE 1480";"";"15,74";"41,18";"48,38";"56,47"
"SEZIONE 1483";"";"13,79";"40,99";"48,22";"59,85"
"SEZIONE 1484";"";"18,23";"50,76";"59,49";"73,16"
"SEZIONE 1486";"";"14,93";"44,91";"51,52";"61,82"
"SEZIONE 1488";"";"9,45";"21,32";"23,74";"32,31"
"SEZIONE 1489";"";"11,93";"33,56";"38,16";"45,66"
"SEZIONE 1491";"";"13,10";"30,97";"35,44";"44,07"
"SEZIONE 1492";"";"17,61";"40,49";"44,60";"54,37"
"SEZIONE 1494";"";"9,11";"23,64";"26,90";"34,71"
"SEZIONE 1495";"";"17,05";"42,05";"49,34";"57,78"
"SEZIONE 1496";"";"17,46";"45,57";"52,25";"59,95"
"SEZIONE 1499";"";"17,27";"43,33";"50,76";"60,45"
"SEZIONE 1500";"";"17,32";"45,33";"50,15";"57,68"
"SEZIONE 1501";"";"18,56";"51,80";"59,66";"70,62"
"SEZIONE 1503";"";"20,50";"56,63";"67,00";"77,00"
"SEZIONE 1504";"";"13,86";"39,94";"49,93";"55,29"
"SEZIONE 1505";"";"20,34";"53,89";"62,82";"70,98"
"SEZIONE 1506";"";"19,64";"53,91";"60,16";"71,99"
"SEZIONE 1507";"";"21,38";"46,62";"56,46";"69,85"
"SEZIONE 1508";"";"17,34";"48,42";"58,00";"72,86"
"SEZIONE 1512";"";"15,35";"41,98";"50,00";"61,88"
"SEZIONE 1514";"";"14,81";"37,33";"45,78";"55,85"
"SEZIONE 1515";"";"19,13";"45,13";"48,38";"51,14"
"SEZIONE 1516";"";"21,57";"47,52";"53,75";"64,48"
"SEZIONE 1517";"";"16,01";"43,70";"53,00";"N.P."
"SEZIONE 1520";"";"22,38";"48,49";"58,25";"65,42"
"SEZIONE 1521";"";"20,05";"40,35";"46,78";"59,16"
"SEZIONE 1523";"";"19,93";"48,57";"56,68";"67,66"
"SEZIONE 1525";"";"19,98";"48,84";"63,46";"74,79"
"SEZIONE 1526";"";"12,60";"26,80";"29,40";"35,40"
"SEZIONE 1528";"";"9,92";"30,08";"36,96";"48,16"
"SEZIONE 1529";"";"17,66";"51,81";"61,28";"70,32"
"SEZIONE 1530";"";"19,64";"45,54";"54,91";"65,18"
"SEZIONE 1531";"";"12,75";"32,93";"39,30";"49,47"
"SEZIONE 1532 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 1534 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 1535 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 1536 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 1538 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 1539 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 1540 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 1541 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 1544 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 1547 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 1550";"";"6,32";"10,00";"10,00";"11,05"
"SEZIONE 1552";"";"16,71";"46,37";"54,00";"65,01"
"SEZIONE 1553";"";"18,73";"50,00";"58,14";"70,52"
"SEZIONE 1554";"";"16,45";"46,42";"56,19";"67,26"
"SEZIONE 1556";"";"12,09";"35,12";"41,65";"50,86"
"SEZIONE 1558";"";"18,33";"54,41";"65,00";"76,57"
"SEZIONE 1559";"";"18,65";"52,56";"59,91";"73,89"
"SEZIONE 1565";"";"17,62";"46,87";"55,04";"67,43"
"SEZIONE 1566";"";"22,08";"52,32";"62,36";"72,65"
"SEZIONE 1568";"";"15,52";"46,07";"54,22";"65,52"
"SEZIONE 1571";"";"10,92";"36,44";"44,60";"55,98"
"SEZIONE 1572";"";"16,29";"47,31";"53,05";"59,76"
"SEZIONE 1573";"";"19,59";"46,54";"53,90";"63,33"
"SEZIONE 1574";"";"16,50";"49,87";"56,47";"66,50"
"SEZIONE 1579";"";"17,85";"50,98";"58,51";"69,25"
"SEZIONE 1583";"";"18,27";"45,86";"52,96";"65,31"
"SEZIONE 1586";"";"14,55";"37,79";"41,97";"48,83"
"SEZIONE 1587";"";"19,73";"50,30";"59,20";"68,57"
"SEZIONE 1588";"";"18,37";"51,61";"58,35";"70,97"
"SEZIONE 1590";"";"19,64";"47,32";"52,30";"61,48"
"SEZIONE 1592";"";"15,30";"49,70";"58,79";"69,85"
"SEZIONE 1593";"";"21,24";"50,57";"60,30";"69,28"
"SEZIONE 1594";"";"15,26";"47,26";"57,34";"70,65"
"SEZIONE 1595";"";"19,86";"49,94";"57,55";"68,85"
"SEZIONE 1596";"";"16,20";"42,34";"50,51";"60,73"
"SEZIONE 1597";"";"21,66";"54,33";"61,01";"73,65"
"SEZIONE 1599";"";"15,36";"38,23";"42,40";"53,26"
"SEZIONE 1601";"";"13,53";"35,68";"37,79";"44,11"
"SEZIONE 1605";"";"18,69";"50,15";"61,13";"71,36"
"SEZIONE 1606";"";"19,63";"49,88";"58,40";"73,58"
"SEZIONE 1608";"";"17,87";"47,96";"58,15";"68,82"
"SEZIONE 1609";"";"12,48";"28,85";"33,53";"42,69"
"SEZIONE 1610";"";"15,68";"47,46";"57,31";"67,37"
"SEZIONE 1613";"";"17,82";"52,21";"62,43";"75,37"
"SEZIONE 1615";"";"10,10";"28,31";"31,29";"41,23"
"SEZIONE 1616";"";"15,84";"37,58";"44,03";"53,96"
"SEZIONE 1617";"";"13,29";"37,98";"42,41";"52,93"
"SEZIONE 1620";"";"16,22";"46,13";"54,71";"66,82"
"SEZIONE 1621";"";"13,70";"39,10";"46,41";"55,19"
"SEZIONE 1622";"";"19,51";"54,66";"65,53";"75,83"
"SEZIONE 1625";"";"21,68";"54,48";"66,62";"78,76"
"SEZIONE 1630";"";"19,35";"48,77";"58,17";"70,13"
"SEZIONE 1634";"";"17,43";"47,96";"61,18";"77,28"
"SEZIONE 1635";"";"21,26";"50,00";"57,74";"71,92"
"SEZIONE 1637";"";"19,07";"47,53";"58,25";"73,40"
"SEZIONE 1638";"";"15,52";"44,94";"51,69";"63,29"
"SEZIONE 1641";"";"18,68";"49,27";"59,52";"72,44"
"SEZIONE 1643";"";"18,73";"47,83";"57,40";"69,69"
"SEZIONE 1644";"";"19,21";"51,41";"61,16";"74,01"
"SEZIONE 1645";"";"21,00";"50,65";"59,43";"70,46"
"SEZIONE 1647";"";"18,50";"49,13";"57,75";"67,38"
"SEZIONE 1649";"";"11,43";"27,46";"29,37";"39,37"
"SEZIONE 1657";"";"19,49";"48,51";"59,03";"70,55"
"SEZIONE 1658";"";"17,81";"46,20";"53,99";"63,52"
"SEZIONE 1659";"";"14,71";"42,94";"46,32";"58,53"
"SEZIONE 1660";"";"14,71";"40,52";"47,06";"56,21"
"SEZIONE 1662";"";"18,17";"48,01";"56,37";"66,71"
"SEZIONE 1663";"";"12,48";"38,47";"44,97";"55,80"
"SEZIONE 1667";"";"16,15";"47,17";"55,67";"67,85"
"SEZIONE 1668";"";"13,99";"44,16";"53,94";"64,81"
"SEZIONE 1669";"";"17,07";"51,41";"60,71";"70,91"
"SEZIONE 1670";"";"19,98";"51,52";"61,46";"73,43"
"SEZIONE 1676";"";"17,87";"45,36";"53,51";"65,50"
"SEZIONE 1677";"";"13,86";"30,94";"35,40";"48,27"
"SEZIONE 1679";"";"11,37";"28,52";"32,13";"38,45"
"SEZIONE 1680";"";"17,83";"48,25";"56,29";"68,07"
"SEZIONE 1682";"";"17,27";"40,91";"46,23";"56,23"
"SEZIONE 1683";"";"19,18";"53,44";"58,87";"68,31"
"SEZIONE 1685";"";"17,73";"44,44";"50,24";"60,05"
"SEZIONE 1688";"";"16,52";"45,31";"50,31";"56,95"
"SEZIONE 1691";"";"19,98";"60,42";"60,92";"73,91"
"SEZIONE 1693";"";"8,82";"23,78";"28,50";"38,90"
"SEZIONE 1695";"";"15,01";"29,46";"34,90";"46,90"
"SEZIONE 1696";"";"18,71";"53,35";"62,71";"72,19"
"SEZIONE 1699";"";"14,38";"37,21";"42,60";"51,80"
"SEZIONE 1701";"";"17,74";"49,92";"57,59";"68,42"
"SEZIONE 1705";"";"18,62";"43,09";"50,13";"60,77"
"SEZIONE 1706";"";"18,49";"42,80";"50,99";"60,77"
"SEZIONE 1708";"";"16,20";"37,44";"45,54";"54,93"
"SEZIONE 1709";"";"20,66";"49,06";"59,23";"73,92"
"SEZIONE 1710";"";"16,74";"47,26";"56,84";"67,16"
"SEZIONE 1711";"";"17,41";"55,24";"63,27";"74,15"
"SEZIONE 1712";"";"17,84";"44,19";"48,38";"59,19"
"SEZIONE 1717";"";"11,75";"34,64";"37,80";"44,28"
"SEZIONE 1718";"";"11,36";"27,97";"32,03";"38,64"
"SEZIONE 1719";"";"14,85";"39,60";"43,40";"55,45"
"SEZIONE 1720";"";"8,99";"18,55";"21,41";"30,21"
"SEZIONE 1721";"";"10,00";"20,19";"24,23";"30,38"
"SEZIONE 1722";"";"4,61";"49,86";"60,23";"68,44"
"SEZIONE 1724";"";"16,90";"44,87";"52,33";"61,66"
"SEZIONE 1725";"";"17,64";"54,20";"64,72";"75,53"
"SEZIONE 1727";"";"14,31";"24,24";"26,77";"33,16"
"SEZIONE 1732";"";"16,32";"40,35";"44,91";"52,98"
"SEZIONE 1733";"";"15,93";"32,84";"38,10";"50,41"
"SEZIONE 1735";"";"16,58";"41,04";"50,53";"63,50"
"SEZIONE 1739";"";"15,76";"41,56";"47,61";"57,96"
"SEZIONE 1743";"";"20,22";"52,72";"58,86";"73,92"
"SEZIONE 1744";"";"15,35";"39,74";"45,88";"54,28"
"SEZIONE 1745";"";"23,47";"57,65";"64,46";"76,36"
"SEZIONE 1747";"";"20,16";"51,56";"61,57";"73,48"
"SEZIONE 1749";"";"16,30";"47,36";"58,54";"71,43"
"SEZIONE 1750";"";"17,58";"41,15";"49,28";"59,21"
"SEZIONE 1751";"";"13,13";"37,14";"46,29";"61,01"
"SEZIONE 1753";"";"18,03";"46,72";"56,28";"68,17"
"SEZIONE 1754";"";"17,45";"48,15";"58,60";"71,21"
"SEZIONE 1758";"";"18,19";"51,29";"61,50";"70,77"
"SEZIONE 1759";"";"16,48";"48,94";"57,99";"68,54"
"SEZIONE 1760";"";"19,66";"46,85";"50,54";"63,59"
"SEZIONE 1761";"";"16,29";"49,78";"56,80";"66,82"
"SEZIONE 1762";"";"19,03";"49,31";"57,96";"71,28"
"SEZIONE 1764";"";"15,93";"42,96";"50,12";"61,98"
"SEZIONE 1765";"";"22,17";"48,94";"61,39";"71,36"
"SEZIONE 1772";"";"16,76";"52,14";"60,05";"73,73"
"SEZIONE 1773";"";"14,61";"44,33";"50,25";"62,23"
"SEZIONE 1774";"";"17,98";"48,34";"56,47";"66,55"
"SEZIONE 1780";"";"14,29";"42,59";"51,80";"64,35"
"SEZIONE 1781";"";"21,14";"48,10";"56,60";"68,79"
"SEZIONE 1786";"";"17,38";"53,90";"59,75";"68,09"
"SEZIONE 1787";"";"15,45";"39,86";"44,97";"55,03"
"SEZIONE 1789";"";"17,64";"50,97";"58,67";"70,18"
"SEZIONE 1790";"";"17,96";"55,16";"64,36";"72,56"
"SEZIONE 1794";"";"15,99";"44,54";"54,69";"68,80"
"SEZIONE 1799";"";"17,10";"43,05";"53,44";"65,95"
"SEZIONE 1800";"";"18,99";"44,11";"51,92";"63,82"
"SEZIONE 1801";"";"13,33";"43,39";"53,08";"65,09"
"SEZIONE 1806";"";"17,77";"41,72";"48,68";"60,38"
"SEZIONE 1809";"";"16,99";"42,61";"50,33";"61,31"
"SEZIONE 1811";"";"15,46";"41,12";"45,89";"53,62"
"SEZIONE 1815";"";"20,64";"54,40";"59,36";"68,32"
"SEZIONE 1818";"";"17,84";"45,91";"55,99";"66,96"
"SEZIONE 1819";"";"22,91";"55,24";"61,31";"70,86"
"SEZIONE 1823";"";"17,25";"52,61";"63,04";"75,94"
"SEZIONE 1824";"";"14,08";"37,40";"42,72";"53,68"
"SEZIONE 1826";"";"16,67";"38,89";"45,10";"55,39"
"SEZIONE 1832";"";"10,90";"23,21";"27,57";"34,58"
"SEZIONE 1833";"";"20,96";"49,94";"59,28";"71,74"
"SEZIONE 1834";"";"18,64";"55,23";"61,02";"74,44"
"SEZIONE 1842";"";"14,19";"41,06";"46,91";"57,31"
"SEZIONE 1846";"";"15,50";"45,80";"58,84";"64,17"
"SEZIONE 1847";"";"18,99";"51,15";"59,06";"71,13"
"SEZIONE 1848";"";"25,30";"59,17";"67,47";"75,64"
"SEZIONE 1851";"";"17,96";"44,20";"49,72";"59,81"
"SEZIONE 1855";"";"13,40";"28,98";"32,66";"41,04"
"SEZIONE 1863";"";"13,96";"41,98";"51,70";"61,70"
"SEZIONE 1872";"";"16,85";"44,94";"55,86";"64,69"
"SEZIONE 1873";"";"19,41";"51,94";"62,66";"70,24"
"SEZIONE 1882";"";"16,81";"49,86";"56,16";"67,65"
"SEZIONE 1884";"";"18,80";"44,01";"51,63";"60,63"
"SEZIONE 1887";"";"27,96";"48,74";"58,44";"68,39"
"SEZIONE 1888";"";"20,33";"51,67";"60,67";"72,17"
"SEZIONE 1890";"";"18,91";"47,75";"51,54";"64,54"
"SEZIONE 1891";"";"18,52";"50,26";"59,52";"71,69"
"SEZIONE 1900";"";"11,92";"34,88";"42,05";"51,66"
"SEZIONE 1910";"";"18,04";"48,48";"57,27";"70,35"
"SEZIONE 1911";"";"17,48";"45,57";"55,71";"67,25"
"SEZIONE 1916";"";"18,59";"43,49";"51,39";"61,43"
"SEZIONE 1920";"";"17,99";"50,25";"59,68";"73,82"
"SEZIONE 1921";"";"21,23";"47,89";"56,48";"66,87"
"SEZIONE 1924";"";"19,08";"48,02";"55,52";"64,52"
"SEZIONE 1928";"";"18,89";"47,21";"55,26";"67,03"
"SEZIONE 1930";"";"18,66";"47,25";"54,69";"62,35"
"SEZIONE 1931";"";"21,60";"50,30";"59,67";"71,45"
"SEZIONE 1932";"";"18,09";"52,26";"63,57";"73,87"
"SEZIONE 1934";"";"16,87";"49,22";"58,26";"70,78"
"SEZIONE 1936";"";"19,91";"48,42";"57,13";"69,10"
"SEZIONE 1945";"";"13,42";"34,74";"39,15";"53,13"
"SEZIONE 1947";"";"18,24";"46,57";"53,22";"62,77"
"SEZIONE 1952";"";"18,76";"42,54";"50,21";"61,83"
"SEZIONE 1954";"";"17,52";"48,73";"57,96";"68,58"
"SEZIONE 1957";"";"14,14";"50,00";"57,28";"66,67"
"SEZIONE 1958";"";"16,71";"47,19";"53,19";"63,01"
"SEZIONE 1959";"";"17,89";"49,45";"57,29";"66,23"
"SEZIONE 1961";"";"18,54";"49,75";"58,13";"69,89"
"SEZIONE 1969";"";"18,00";"44,46";"53,38";"65,23"
"SEZIONE 1973";"";"17,49";"41,66";"46,06";"59,15"
"SEZIONE 1975";"";"17,05";"49,06";"54,68";"65,28"
"SEZIONE 1976";"";"20,89";"45,96";"52,65";"61,98"
"SEZIONE 1979";"";"18,22";"45,34";"51,84";"61,39"
"SEZIONE 1981";"";"21,51";"53,73";"62,38";"73,08"
"SEZIONE 1983";"";"17,61";"44,92";"55,76";"68,17"
"SEZIONE 1985";"";"12,43";"36,69";"44,08";"52,96"
"SEZIONE 1989";"";"18,06";"44,89";"50,86";"59,10"
"SEZIONE 1991";"";"13,64";"41,21";"46,41";"56,12"
"SEZIONE 1992";"";"14,67";"40,99";"47,21";"59,33"
"SEZIONE 1995";"";"21,83";"50,77";"58,36";"69,87"
"SEZIONE 1997";"";"20,10";"49,42";"58,11";"70,69"
"SEZIONE 2000";"";"14,10";"40,60";"46,51";"56,63"
"SEZIONE 2001";"";"15,31";"39,10";"44,82";"52,53"
"SEZIONE 2004";"";"21,03";"45,21";"53,15";"62,85"
"SEZIONE 2015";"";"18,33";"45,00";"51,70";"63,05"
"SEZIONE 2017";"";"16,92";"52,06";"59,34";"69,57"
"SEZIONE 2019";"";"17,55";"43,32";"48,63";"60,06"
"SEZIONE 2021";"";"12,57";"45,81";"57,54";"71,23"
"SEZIONE 2024";"";"13,32";"34,49";"37,42";"47,54"
"SEZIONE 2026";"";"8,21";"12,31";"12,31";"20,90"
"SEZIONE 2029";"";"20,02";"49,61";"58,64";"72,28"
"SEZIONE 2042";"";"20,05";"42,78";"50,45";"62,71"
"SEZIONE 2044";"";"16,69";"40,36";"49,11";"59,81"
"SEZIONE 2046";"";"16,25";"45,24";"54,29";"66,85"
"SEZIONE 2050";"";"16,10";"44,07";"51,19";"60,58"
"SEZIONE 2053";"";"17,72";"45,27";"53,03";"65,41"
"SEZIONE 2055";"";"15,59";"41,65";"51,01";"62,17"
"SEZIONE 2058";"";"16,80";"47,51";"56,69";"69,16"
"SEZIONE 2060";"";"12,38";"34,19";"38,24";"48,77"
"SEZIONE 2062";"";"14,38";"34,88";"37,63";"49,25"
"SEZIONE 2063";"";"8,20";"20,94";"24,43";"33,33"
"SEZIONE 2064";"";"10,62";"32,23";"36,87";"47,13"
"SEZIONE 2065";"";"11,51";"39,42";"43,99";"52,28"
"SEZIONE 2066";"";"17,04";"44,73";"51,37";"63,33"
"SEZIONE 2069";"";"17,24";"46,77";"55,51";"64,51"
"SEZIONE 2070";"";"17,90";"49,68";"61,09";"73,93"
"SEZIONE 2072";"";"18,30";"53,59";"61,79";"72,77"
"SEZIONE 2082 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 2083";"";"23,62";"51,02";"57,64";"69,92"
"SEZIONE 2089";"";"19,30";"48,19";"56,16";"69,12"
"SEZIONE 2091";"";"15,84";"48,28";"60,54";"74,58"
"SEZIONE 2092";"";"17,72";"47,07";"57,51";"68,08"
"SEZIONE 2102";"";"16,98";"39,22";"46,01";"56,88"
"SEZIONE 2103";"";"17,46";"49,26";"56,97";"67,12"
"SEZIONE 2105";"";"20,61";"51,33";"60,00";"71,12"
"SEZIONE 2107";"";"18,65";"44,15";"51,39";"61,51"
"SEZIONE 2108";"";"21,82";"50,47";"59,27";"69,29"
"SEZIONE 2117";"";"15,48";"47,75";"55,29";"65,21"
"SEZIONE 2120";"";"15,70";"46,11";"56,15";"67,75"
"SEZIONE 2124";"";"16,86";"44,41";"49,92";"60,94"
"SEZIONE 2132";"";"17,25";"50,18";"57,47";"67,44"
"SEZIONE 2141";"";"18,20";"46,52";"54,74";"65,23"
"SEZIONE 2144";"";"19,69";"48,39";"58,62";"69,19"
"SEZIONE 2147";"";"18,32";"52,59";"61,96";"73,92"
