"";"";"";"Domenica";"";"Lunedi"
"Ente";"Sezioni";"% ore 12";"% ore 19";"% ore 23";"% ore 15"
"SEZIONE 1250";"";"21,42";"48,98";"56,56";"69,43"
"SEZIONE 1251";"";"23,45";"49,66";"54,48";"66,44"
"SEZIONE 1252";"";"19,67";"45,18";"52,65";"64,45"
"SEZIONE 1253";"";"24,55";"52,53";"59,23";"72,62"
"SEZIONE 1254";"";"19,53";"45,26";"50,55";"67,15"
"SEZIONE 1255";"";"24,31";"39,74";"47,45";"61,86"
"SEZIONE 1256";"";"17,69";"42,66";"52,07";"64,12"
"SEZIONE 1257";"";"17,15";"47,41";"54,85";"68,10"
"SEZIONE 1258";"";"22,32";"49,69";"58,82";"72,01"
"SEZIONE 1259";"";"22,60";"54,57";"62,38";"75,60"
"SEZIONE 1260";"";"21,79";"53,69";"64,81";"66,29"
"SEZIONE 1261";"";"18,87";"47,91";"58,08";"71,69"
"SEZIONE 1262";"";"19,01";"45,29";"52,24";"63,83"
"SEZIONE 1263";"";"13,28";"45,46";"59,18";"73,43"
"SEZIONE 1264";"";"19,08";"46,61";"54,86";"73,76"
"SEZIONE 1265";"";"14,09";"43,96";"50,34";"61,91"
"SEZIONE 1266";"";"15,68";"44,77";"50,99";"62,57"
"SEZIONE 1267";"";"18,28";"51,94";"58,58";"71,20"
"SEZIONE 1268";"";"21,14";"46,50";"53,35";"67,78"
"SEZIONE 1269";"";"19,85";"47,36";"55,45";"68,72"
"SEZIONE 1270";"";"13,68";"35,52";"41,05";"52,58"
"SEZIONE 1271";"";"23,17";"49,84";"56,83";"68,42"
"SEZIONE 1272";"";"20,31";"49,35";"56,38";"68,10"
"SEZIONE 1273";"";"15,31";"40,22";"45,94";"58,49"
"SEZIONE 1274";"";"19,77";"45,13";"52,58";"65,90"
"SEZIONE 1275";"";"26,27";"49,61";"57,84";"68,63"
"SEZIONE 1276";"";"22,63";"53,87";"61,02";"74,16"
"SEZIONE 1277";"";"21,89";"46,24";"53,35";"65,66"
"SEZIONE 1278";"";"20,68";"62,03";"63,07";"68,66"
"SEZIONE 1279";"";"25,18";"49,45";"57,85";"72,08"
"SEZIONE 1280";"";"22,33";"54,62";"60,46";"73,26"
"SEZIONE 1281";"";"20,14";"49,64";"59,23";"73,14"
"SEZIONE 1282";"";"19,91";"46,71";"52,19";"66,30"
"SEZIONE 1283";"";"21,64";"47,24";"54,03";"66,82"
"SEZIONE 1284";"";"20,16";"52,18";"61,48";"73,46"
"SEZIONE 1285";"";"17,79";"48,31";"54,91";"72,85"
"SEZIONE 1286";"";"17,99";"48,38";"57,23";"69,76"
"SEZIONE 1287";"";"18,56";"49,02";"55,95";"69,28"
"SEZIONE 1288";"";"17,52";"50,27";"58,22";"71,16"
"SEZIONE 1289";"";"20,47";"50,36";"58,15";"70,29"
"SEZIONE 1290";"";"16,81";"47,06";"57,48";"70,59"
"SEZIONE 1291";"";"15,45";"36,50";"46,35";"60,44"
"SEZIONE 1292";"";"17,90";"43,96";"50,24";"62,01"
"SEZIONE 1293";"";"18,52";"40,91";"46,80";"59,93"
"SEZIONE 1294";"";"9,30";"18,84";"19,85";"24,62"
"SEZIONE 1295";"";"14,07";"42,67";"50,59";"64,30"
"SEZIONE 1296";"";"19,91";"45,90";"52,46";"70,96"
"SEZIONE 1297";"";"15,83";"43,35";"52,06";"65,14"
"SEZIONE 1298";"";"11,24";"26,46";"29,84";"41,42"
"SEZIONE 1299";"";"14,63";"42,55";"50,27";"61,44"
"SEZIONE 1300";"";"16,04";"40,96";"46,76";"59,04"
"SEZIONE 1301";"";"20,44";"47,51";"54,83";"64,78"
"SEZIONE 1302";"";"18,27";"42,64";"48,39";"59,56"
"SEZIONE 1303";"";"21,41";"42,96";"52,01";"60,92"
"SEZIONE 1304";"";"22,04";"51,52";"58,40";"67,36"
"SEZIONE 1305";"";"17,43";"41,04";"45,28";"56,84"
"SEZIONE 1306";"";"19,41";"39,49";"45,52";"56,49"
"SEZIONE 1307";"";"19,36";"48,06";"51,14";"62,64"
"SEZIONE 1308";"";"12,53";"31,45";"36,34";"50,63"
"SEZIONE 1309";"";"21,59";"44,41";"50,69";"61,26"
"SEZIONE 1310";"";"21,70";"45,26";"52,64";"64,32"
"SEZIONE 1311";"";"19,35";"48,91";"60,00";"71,74"
"SEZIONE 1312";"";"23,69";"51,36";"60,22";"70,71"
"SEZIONE 1313";"";"19,55";"48,04";"56,56";"71,93"
"SEZIONE 1314";"";"19,86";"49,14";"58,22";"72,77"
"SEZIONE 1315";"";"20,89";"51,27";"58,35";"72,53"
"SEZIONE 1316";"";"18,38";"44,38";"51,39";"61,67"
"SEZIONE 1317";"";"16,06";"43,18";"50,26";"59,93"
"SEZIONE 1318";"";"18,84";"39,17";"45,55";"56,97"
"SEZIONE 1319";"";"20,72";"44,89";"49,31";"61,74"
"SEZIONE 1320";"";"21,04";"42,26";"45,91";"57,22"
"SEZIONE 1321";"";"19,93";"44,24";"51,37";"62,71"
"SEZIONE 1322";"";"16,18";"51,19";"58,16";"69,18"
"SEZIONE 1323";"";"19,16";"42,88";"48,15";"65,91"
"SEZIONE 1324";"";"16,12";"37,14";"41,49";"55,98"
"SEZIONE 1325";"";"22,17";"47,09";"56,73";"69,57"
"SEZIONE 1326";"";"17,69";"41,09";"48,80";"59,97"
"SEZIONE 1327";"";"19,08";"41,72";"50,44";"60,21"
"SEZIONE 1328";"";"20,54";"44,65";"52,78";"63,91"
"SEZIONE 1329";"";"17,01";"42,27";"51,55";"62,54"
"SEZIONE 1330";"";"12,36";"37,27";"43,64";"55,27"
"SEZIONE 1331";"";"20,63";"42,68";"49,29";"60,16"
"SEZIONE 1332";"";"17,18";"38,88";"44,47";"57,26"
"SEZIONE 1333";"";"17,18";"41,41";"46,26";"55,07"
"SEZIONE 1334";"";"17,70";"48,69";"55,08";"66,56"
"SEZIONE 1335";"";"17,04";"38,16";"43,95";"56,56"
"SEZIONE 1336";"";"17,48";"41,41";"50,77";"61,20"
"SEZIONE 1337";"";"20,45";"44,64";"51,62";"60,71"
"SEZIONE 1338";"";"18,19";"41,40";"49,14";"58,02"
"SEZIONE 1339";"";"19,22";"41,96";"47,58";"58,04"
"SEZIONE 1340";"";"15,85";"38,54";"47,32";"59,10"
"SEZIONE 1341";"";"18,22";"36,05";"39,47";"48,77"
"SEZIONE 1342";"";"14,81";"37,71";"42,76";"51,18"
"SEZIONE 1343";"";"18,91";"40,47";"44,69";"55,47"
"SEZIONE 1344";"";"13,94";"31,33";"35,46";"46,64"
"SEZIONE 1345";"";"13,81";"31,43";"36,51";"45,56"
"SEZIONE 1346";"";"15,69";"38,00";"44,23";"55,51"
"SEZIONE 1347";"";"16,76";"34,53";"38,97";"48,28"
"SEZIONE 1348";"";"16,43";"37,89";"44,84";"55,76"
"SEZIONE 1349";"";"18,63";"41,60";"49,72";"61,62"
"SEZIONE 1350";"";"14,46";"35,24";"40,34";"52,25"
"SEZIONE 1351";"";"18,87";"37,32";"42,11";"52,11"
"SEZIONE 1352";"";"16,84";"36,08";"39,35";"51,72"
"SEZIONE 1353";"";"12,93";"29,83";"34,48";"45,34"
"SEZIONE 1354";"";"21,93";"49,91";"57,69";"67,53"
"SEZIONE 1355";"";"14,82";"41,07";"47,63";"56,50"
"SEZIONE 1356";"";"26,15";"47,88";"57,46";"73,66"
"SEZIONE 1357";"";"20,08";"47,35";"57,58";"73,30"
"SEZIONE 1358";"";"21,15";"53,82";"61,04";"73,90"
"SEZIONE 1359";"";"19,75";"40,13";"49,75";"64,56"
"SEZIONE 1360";"";"19,80";"46,37";"54,14";"67,42"
"SEZIONE 1361";"";"20,48";"48,31";"58,62";"73,45"
"SEZIONE 1362";"";"17,53";"45,36";"54,38";"69,20"
"SEZIONE 1363";"";"18,83";"43,51";"50,91";"63,18"
"SEZIONE 1364";"";"22,62";"44,88";"51,53";"61,04"
"SEZIONE 1365";"";"24,07";"44,81";"53,70";"66,48"
"SEZIONE 1366";"";"21,88";"43,48";"50,14";"65,36"
"SEZIONE 1367";"";"21,73";"49,20";"56,40";"68,93"
"SEZIONE 1368";"";"21,82";"48,59";"57,16";"69,88"
"SEZIONE 1369";"";"22,45";"51,34";"59,95";"74,19"
"SEZIONE 1370";"";"24,48";"53,26";"59,64";"73,74"
"SEZIONE 1371";"";"22,86";"48,57";"56,73";"67,76"
"SEZIONE 1372";"";"20,37";"46,30";"53,44";"68,25"
"SEZIONE 1373";"";"19,87";"51,37";"59,06";"71,02"
"SEZIONE 1374";"";"18,22";"47,86";"57,41";"72,45"
"SEZIONE 1375";"";"19,38";"52,10";"62,22";"75,43"
"SEZIONE 1376";"";"22,77";"53,82";"63,10";"75,06"
"SEZIONE 1377";"";"20,23";"45,58";"53,49";"68,95"
"SEZIONE 1378";"";"20,82";"51,82";"58,37";"68,85"
"SEZIONE 1379";"";"20,20";"46,98";"54,56";"68,86"
"SEZIONE 1380";"";"16,67";"43,64";"52,68";"68,36"
"SEZIONE 1381";"";"16,38";"48,42";"57,76";"76,01"
"SEZIONE 1382";"";"19,04";"44,43";"49,65";"60,37"
"SEZIONE 1383";"";"13,81";"41,83";"52,99";"67,33"
"SEZIONE 1384";"";"18,57";"52,30";"57,24";"71,55"
"SEZIONE 1385";"";"19,36";"44,96";"54,40";"72,80"
"SEZIONE 1386";"";"18,03";"45,52";"55,49";"68,10"
"SEZIONE 1387";"";"16,76";"44,46";"53,65";"68,24"
"SEZIONE 1388";"";"14,41";"38,42";"48,45";"61,44"
"SEZIONE 1389";"";"18,42";"41,80";"51,08";"67,18"
"SEZIONE 1390";"";"17,51";"47,88";"57,49";"70,20"
"SEZIONE 1391";"";"21,25";"50,90";"58,94";"73,83"
"SEZIONE 1392";"";"22,58";"54,97";"63,58";"78,36"
"SEZIONE 1393";"";"19,64";"55,20";"62,64";"78,05"
"SEZIONE 1394";"";"22,21";"53,02";"59,05";"75,22"
"SEZIONE 1395";"";"17,88";"50,83";"59,64";"71,78"
"SEZIONE 1396";"";"18,79";"50,16";"58,50";"71,73"
"SEZIONE 1397";"";"23,16";"51,66";"60,10";"71,38"
"SEZIONE 1398";"";"20,07";"50,87";"57,73";"73,69"
"SEZIONE 1399";"";"18,67";"48,56";"58,88";"74,15"
"SEZIONE 1400";"";"23,25";"53,50";"60,49";"72,03"
"SEZIONE 1401";"";"18,55";"47,37";"54,73";"70,48"
"SEZIONE 1402";"";"21,47";"51,81";"61,26";"71,88"
"SEZIONE 1403";"";"19,16";"55,16";"62,36";"76,49"
"SEZIONE 1404";"";"23,52";"49,64";"57,75";"70,45"
"SEZIONE 1405";"";"23,05";"54,99";"62,94";"75,74"
"SEZIONE 1406";"";"18,13";"49,38";"57,75";"73,00"
"SEZIONE 1407";"";"24,24";"53,83";"62,39";"75,04"
"SEZIONE 1408";"";"24,26";"50,59";"58,43";"74,11"
"SEZIONE 1409";"";"23,85";"51,56";"59,61";"71,24"
"SEZIONE 1410";"";"18,67";"47,52";"53,94";"66,18"
"SEZIONE 1411";"";"17,44";"44,53";"54,17";"67,72"
"SEZIONE 1412";"";"17,58";"44,78";"54,04";"67,53"
"SEZIONE 1413";"";"20,54";"44,59";"52,81";"64,43"
"SEZIONE 1414";"";"17,67";"44,23";"52,28";"64,23"
"SEZIONE 1415";"";"16,47";"44,57";"54,25";"68,38"
"SEZIONE 1416";"";"18,74";"40,18";"48,15";"62,18"
"SEZIONE 1417";"";"20,91";"42,71";"50,07";"64,65"
"SEZIONE 1418";"";"20,16";"48,18";"57,97";"70,84"
"SEZIONE 1419";"";"20,17";"47,07";"54,42";"67,12"
"SEZIONE 1420";"";"18,14";"46,73";"54,79";"68,26"
"SEZIONE 1421";"";"16,85";"45,88";"52,33";"68,28"
"SEZIONE 1422";"";"11,74";"35,14";"39,72";"51,28"
"SEZIONE 1423";"";"16,86";"46,97";"57,12";"71,36"
"SEZIONE 1424";"";"16,86";"31,90";"37,25";"51,24"
"SEZIONE 1425";"";"18,47";"43,58";"52,24";"63,64"
"SEZIONE 1426";"";"20,26";"47,11";"57,07";"72,03"
"SEZIONE 1427";"";"21,90";"51,45";"59,23";"72,56"
"SEZIONE 1428";"";"23,36";"53,29";"60,54";"73,81"
"SEZIONE 1429";"";"18,70";"50,41";"57,61";"69,92"
"SEZIONE 1430";"";"20,73";"45,98";"53,37";"69,56"
"SEZIONE 1431";"";"21,54";"48,96";"58,36";"71,93"
"SEZIONE 1432";"";"19,63";"37,64";"53,66";"66,34"
"SEZIONE 1433";"";"23,39";"55,80";"62,98";"74,03"
"SEZIONE 1434";"";"19,72";"45,11";"52,20";"64,40"
"SEZIONE 1435";"";"17,10";"46,55";"55,17";"71,55"
"SEZIONE 1436";"";"20,34";"48,78";"54,59";"68,81"
"SEZIONE 1437";"";"15,56";"47,58";"55,02";"67,42"
"SEZIONE 1438";"";"20,15";"52,44";"60,08";"73,72"
"SEZIONE 1439";"";"17,31";"45,27";"54,73";"67,51"
"SEZIONE 1440";"";"19,69";"49,02";"57,50";"71,84"
"SEZIONE 1441";"";"21,41";"46,34";"54,96";"66,45"
"SEZIONE 1442";"";"22,44";"52,26";"59,10";"70,04"
"SEZIONE 1443";"";"22,54";"49,42";"56,21";"69,08"
"SEZIONE 1444";"";"21,13";"49,26";"55,80";"67,26"
"SEZIONE 1445";"";"20,05";"50,06";"59,31";"70,94"
"SEZIONE 1446";"";"20,59";"48,88";"55,68";"70,08"
"SEZIONE 1447";"";"24,35";"51,30";"61,71";"76,02"
"SEZIONE 1448";"";"19,87";"50,16";"60,48";"72,67"
"SEZIONE 1449";"";"19,82";"47,43";"55,07";"67,99"
"SEZIONE 1450";"";"22,52";"47,57";"58,92";"73,69"
"SEZIONE 1451";"";"19,14";"50,37";"59,14";"72,62"
"SEZIONE 1452";"";"20,94";"50,88";"58,83";"71,70"
"SEZIONE 1453";"";"17,37";"48,64";"60,04";"71,23"
"SEZIONE 1454";"";"20,69";"51,87";"59,07";"72,86"
"SEZIONE 1455";"";"20,23";"49,94";"58,53";"71,41"
"SEZIONE 1456";"";"16,31";"45,69";"56,46";"68,15"
"SEZIONE 1457";"";"24,76";"50,24";"57,38";"70,00"
"SEZIONE 1458";"";"20,44";"49,39";"56,46";"70,06"
"SEZIONE 1459";"";"17,67";"51,08";"59,05";"72,41"
"SEZIONE 1460";"";"16,86";"49,43";"57,40";"70,96"
"SEZIONE 1461";"";"21,44";"47,28";"53,95";"64,85"
"SEZIONE 1462";"";"20,29";"54,21";"62,62";"75,97"
"SEZIONE 1463";"";"19,82";"49,17";"58,45";"70,27"
"SEZIONE 1464";"";"22,84";"54,32";"62,67";"75,07"
"SEZIONE 1465";"";"19,75";"53,87";"59,93";"72,73"
"SEZIONE 1466";"";"19,35";"49,83";"58,49";"73,68"
"SEZIONE 1467";"";"16,89";"48,03";"58,52";"73,77"
"SEZIONE 1468";"";"20,45";"47,73";"55,56";"70,20"
"SEZIONE 1469";"";"21,79";"47,81";"57,05";"68,97"
"SEZIONE 1470";"";"20,77";"44,07";"50,47";"61,52"
"SEZIONE 1471";"";"21,17";"45,45";"51,70";"62,28"
"SEZIONE 1472";"";"20,36";"53,61";"61,57";"72,89"
"SEZIONE 1473";"";"19,75";"51,38";"59,63";"75,13"
"SEZIONE 1474";"";"22,58";"55,18";"64,21";"75,92"
"SEZIONE 1475";"";"23,09";"48,94";"59,51";"74,31"
"SEZIONE 1476";"";"20,07";"46,55";"54,44";"69,57"
"SEZIONE 1477";"";"22,12";"55,90";"64,28";"76,23"
"SEZIONE 1478";"";"17,36";"43,80";"53,51";"67,56"
"SEZIONE 1479";"";"20,28";"47,77";"56,07";"72,04"
"SEZIONE 1480";"";"18,17";"52,23";"62,57";"76,17"
"SEZIONE 1481";"";"18,59";"52,95";"61,41";"77,31"
"SEZIONE 1482";"";"21,52";"67,18";"67,78";"73,25"
"SEZIONE 1483";"";"17,63";"40,69";"44,98";"54,70"
"SEZIONE 1484";"";"19,68";"48,34";"54,61";"71,09"
"SEZIONE 1485";"";"19,63";"46,61";"53,95";"67,23"
"SEZIONE 1486";"";"17,91";"38,54";"43,84";"57,16"
"SEZIONE 1487";"";"22,35";"48,63";"57,68";"72,87"
"SEZIONE 1488";"";"20,76";"48,17";"56,17";"69,61"
"SEZIONE 1489";"";"19,87";"45,23";"53,15";"66,24"
"SEZIONE 1490";"";"21,34";"51,67";"61,18";"76,61"
"SEZIONE 1491";"";"20,91";"47,22";"53,51";"67,40"
"SEZIONE 1492";"";"19,48";"49,32";"58,08";"70,41"
"SEZIONE 1493";"";"23,11";"53,66";"66,19";"78,07"
"SEZIONE 1494";"";"21,96";"51,24";"59,00";"71,60"
"SEZIONE 1495";"";"20,00";"51,65";"59,65";"72,71"
"SEZIONE 1496";"";"18,98";"49,59";"58,79";"70,20"
"SEZIONE 1497";"";"18,70";"48,73";"57,38";"71,88"
"SEZIONE 1498";"";"25,16";"50,44";"56,67";"68,23"
"SEZIONE 1499";"";"19,86";"46,71";"50,57";"64,86"
"SEZIONE 1500";"";"21,58";"51,05";"56,32";"68,68"
"SEZIONE 1501";"";"23,99";"52,01";"58,48";"72,13"
"SEZIONE 1502";"";"22,90";"55,45";"63,24";"74,61"
"SEZIONE 1503";"";"18,60";"50,46";"60,04";"72,38"
"SEZIONE 1504";"";"17,85";"43,89";"53,96";"67,25"
"SEZIONE 1505";"";"25,42";"59,20";"68,28";"79,18"
"SEZIONE 1506";"";"18,17";"50,21";"57,95";"72,16"
"SEZIONE 1507";"";"19,10";"55,88";"61,87";"74,90"
"SEZIONE 1508";"";"24,61";"54,59";"63,40";"74,66"
"SEZIONE 1509";"";"23,66";"54,57";"61,83";"73,19"
"SEZIONE 1510";"";"16,93";"50,30";"61,32";"74,51"
"SEZIONE 1511";"";"21,86";"53,28";"63,11";"77,73"
"SEZIONE 1512";"";"22,06";"51,27";"59,17";"73,62"
"SEZIONE 1513";"";"21,09";"51,10";"59,39";"72,61"
"SEZIONE 1514";"";"20,58";"53,13";"59,25";"72,74"
"SEZIONE 1515";"";"23,60";"54,98";"64,39";"76,40"
"SEZIONE 1516";"";"17,97";"48,83";"58,07";"71,22"
"SEZIONE 1517";"";"20,70";"54,40";"61,54";"72,53"
"SEZIONE 1518";"";"20,08";"55,69";"60,73";"73,10"
"SEZIONE 1519";"";"21,51";"53,76";"59,89";"73,76"
"SEZIONE 1520";"";"26,21";"53,45";"60,52";"75,34"
"SEZIONE 1521";"";"20,88";"52,13";"57,58";"71,94"
"SEZIONE 1522";"";"24,41";"52,76";"57,74";"72,18"
"SEZIONE 1523";"";"22,95";"55,74";"65,45";"77,55"
"SEZIONE 1524";"";"24,10";"55,69";"64,33";"78,33"
"SEZIONE 1525";"";"24,74";"52,70";"61,80";"77,22"
"SEZIONE 1526";"";"24,66";"51,05";"60,59";"73,23"
"SEZIONE 1527";"";"19,61";"50,65";"63,73";"73,69"
"SEZIONE 1528";"";"25,93";"51,47";"60,92";"75,48"
"SEZIONE 1529";"";"22,97";"52,85";"56,99";"72,71"
"SEZIONE 1530";"";"26,38";"54,66";"60,64";"75,36"
"SEZIONE 1531";"";"25,52";"57,24";"62,76";"77,76"
"SEZIONE 1532";"";"23,22";"52,19";"61,20";"75,82"
"SEZIONE 1533";"";"21,82";"50,06";"58,93";"73,51"
"SEZIONE 1534";"";"19,51";"51,84";"58,31";"73,69"
"SEZIONE 1535";"";"19,67";"50,44";"59,02";"72,04"
"SEZIONE 1536";"";"21,18";"48,69";"54,80";"67,25"
"SEZIONE 1537";"";"26,64";"55,06";"62,95";"76,34"
"SEZIONE 1538";"";"21,36";"53,14";"62,62";"75,83"
"SEZIONE 1539";"";"19,79";"50,81";"59,23";"73,26"
"SEZIONE 1540";"";"20,51";"54,07";"61,52";"74,72"
"SEZIONE 1541";"";"22,95";"57,21";"63,28";"78,20"
"SEZIONE 1542";"";"18,32";"49,31";"55,57";"74,05"
"SEZIONE 1543";"";"17,63";"49,42";"56,24";"69,37"
"SEZIONE 1544";"";"20,99";"58,58";"67,94";"80,00"
"SEZIONE 1545";"";"20,50";"53,77";"64,15";"76,38"
"SEZIONE 1546";"";"20,79";"50,26";"61,61";"76,66"
"SEZIONE 1547";"";"23,69";"53,71";"67,31";"78,49"
"SEZIONE 1548";"";"17,77";"48,83";"59,55";"72,18"
"SEZIONE 1549";"";"19,52";"46,52";"56,15";"70,59"
"SEZIONE 1550";"";"23,13";"52,08";"62,90";"76,04"
"SEZIONE 1551";"";"25,47";"59,73";"69,47";"80,27"
"SEZIONE 1552";"";"17,06";"50,63";"58,25";"71,44"
"SEZIONE 1553";"";"19,65";"55,13";"61,79";"74,13"
"SEZIONE 1554";"";"16,45";"37,23";"47,84";"55,84"
"SEZIONE 1555";"";"16,12";"40,90";"47,14";"60,66"
"SEZIONE 1556";"";"13,90";"37,76";"44,77";"53,95"
"SEZIONE 1557";"";"17,99";"46,70";"56,47";"67,87"
"SEZIONE 1558";"";"22,14";"58,18";"62,78";"75,19"
"SEZIONE 1559";"";"18,80";"50,20";"58,86";"69,09"
"SEZIONE 1560";"";"27,45";"41,18";"49,02";"66,67"
"SEZIONE 1561";"";"15,13";"46,09";"61,91";"70,78"
"SEZIONE 1562";"";"19,87";"55,76";"65,44";"78,30"
"SEZIONE 1563";"";"13,58";"45,91";"54,53";"68,10"
"SEZIONE 1564";"";"20,51";"51,48";"60,89";"75,69"
"SEZIONE 1565";"";"20,79";"46,82";"59,41";"73,69"
"SEZIONE 1566";"";"21,07";"51,62";"59,10";"71,20"
"SEZIONE 1567";"";"20,38";"52,44";"61,41";"70,77"
"SEZIONE 1568";"";"19,73";"50,87";"61,17";"71,96"
"SEZIONE 1569";"";"16,32";"54,43";"64,57";"75,06"
"SEZIONE 1570";"";"20,50";"50,74";"59,67";"69,75"
"SEZIONE 1571";"";"23,20";"51,15";"56,99";"71,43"
"SEZIONE 1572";"";"19,98";"49,45";"55,30";"68,76"
"SEZIONE 1573";"";"17,92";"43,21";"52,99";"66,88"
"SEZIONE 1574";"";"20,76";"45,61";"52,05";"62,72"
"SEZIONE 1575";"";"19,52";"45,93";"53,82";"68,46"
"SEZIONE 1576";"";"19,57";"40,75";"46,26";"60,14"
"SEZIONE 1577";"";"16,97";"40,13";"48,56";"64,25"
"SEZIONE 1578";"";"11,02";"26,98";"30,08";"44,49"
"SEZIONE 1579";"";"13,73";"29,52";"33,49";"45,90"
"SEZIONE 1580";"";"13,41";"29,37";"34,97";"44,31"
"SEZIONE 1581";"";"18,28";"34,24";"39,56";"51,84"
"SEZIONE 1582";"";"13,16";"29,20";"34,34";"45,99"
"SEZIONE 1583";"";"19,40";"37,15";"39,64";"50,41"
"SEZIONE 1584";"";"21,32";"46,45";"52,45";"66,30"
"SEZIONE 1585";"";"19,09";"36,93";"44,54";"60,72"
"SEZIONE 1586";"";"16,41";"39,17";"45,38";"60,00"
"SEZIONE 1587";"";"14,71";"32,67";"36,07";"49,50"
"SEZIONE 1588";"";"13,26";"32,43";"38,98";"54,31"
"SEZIONE 1589";"";"14,96";"34,04";"40,40";"53,24"
"SEZIONE 1590";"";"10,68";"33,66";"40,75";"52,92"
"SEZIONE 1591";"";"11,52";"35,07";"40,68";"55,71"
"SEZIONE 1592";"";"21,44";"43,62";"51,02";"65,49"
"SEZIONE 1593";"";"20,34";"47,77";"56,39";"71,65"
"SEZIONE 1594";"";"20,61";"49,94";"58,55";"76,12"
"SEZIONE 1595";"";"21,82";"47,38";"55,48";"67,13"
"SEZIONE 1596";"";"15,68";"39,49";"44,16";"58,18"
"SEZIONE 1597";"";"17,14";"41,75";"49,61";"63,99"
"SEZIONE 1598";"";"19,21";"46,84";"56,63";"67,66"
"SEZIONE 1599";"";"19,31";"49,36";"56,01";"70,49"
"SEZIONE 1600";"";"15,86";"45,71";"54,43";"69,71"
"SEZIONE 1601";"";"22,36";"59,68";"65,67";"76,23"
"SEZIONE 1602";"";"17,53";"40,63";"46,53";"57,12"
"SEZIONE 1603";"";"18,87";"49,27";"60,89";"75,08"
"SEZIONE 1604";"";"15,53";"41,75";"47,57";"62,14"
"SEZIONE 1605";"";"20,51";"55,36";"62,70";"73,42"
"SEZIONE 1606";"";"21,11";"51,92";"59,82";"72,23"
"SEZIONE 1607";"";"19,10";"50,35";"59,90";"73,03"
"SEZIONE 1608";"";"20,75";"53,96";"61,89";"77,11"
"SEZIONE 1609";"";"20,46";"53,55";"63,30";"75,93"
"SEZIONE 1610";"";"20,27";"52,33";"60,81";"75,06"
"SEZIONE 1611";"";"13,06";"31,10";"40,59";"53,81"
"SEZIONE 1612";"";"19,08";"41,46";"48,64";"63,70"
"SEZIONE 1613";"";"17,60";"40,81";"49,07";"64,64"
"SEZIONE 1614";"";"17,85";"46,78";"53,39";"68,10"
"SEZIONE 1615";"";"19,42";"41,73";"49,46";"59,17"
"SEZIONE 1616";"";"18,71";"47,63";"52,66";"68,35"
"SEZIONE 1617";"";"17,81";"39,22";"42,97";"53,59"
"SEZIONE 1618";"";"9,43";"26,43";"30,13";"43,25"
"SEZIONE 1619";"";"11,65";"26,09";"29,68";"40,54"
"SEZIONE 1620";"";"14,94";"42,72";"51,50";"63,21"
"SEZIONE 1621";"";"16,26";"34,71";"40,66";"52,79"
"SEZIONE 1622";"";"12,68";"27,21";"31,62";"45,40"
"SEZIONE 1623";"";"17,19";"46,20";"53,10";"66,67"
"SEZIONE 1624";"";"15,21";"35,34";"42,48";"55,65"
"SEZIONE 1625";"";"14,18";"30,40";"33,33";"45,98"
"SEZIONE 1626";"";"21,63";"48,24";"55,27";"68,86"
"SEZIONE 1627";"";"23,28";"51,72";"55,82";"68,97"
"SEZIONE 1628";"";"23,86";"51,81";"58,55";"71,93"
"SEZIONE 1629";"";"17,63";"48,45";"56,87";"64,86"
"SEZIONE 1630";"";"20,05";"54,57";"62,56";"75,89"
"SEZIONE 1631";"";"24,46";"50,15";"58,82";"71,21"
"SEZIONE 1632";"";"20,10";"51,00";"62,00";"75,60"
"SEZIONE 1633";"";"21,40";"52,43";"62,40";"74,52"
"SEZIONE 1634";"";"20,80";"51,83";"59,05";"73,92"
"SEZIONE 1635";"";"19,27";"50,15";"59,98";"72,76"
"SEZIONE 1636";"";"19,71";"52,38";"60,80";"74,20"
"SEZIONE 1637";"";"18,31";"45,78";"54,22";"66,97"
"SEZIONE 1638";"";"20,06";"53,80";"63,07";"78,27"
"SEZIONE 1639";"";"18,83";"48,95";"58,86";"71,13"
"SEZIONE 1640";"";"23,29";"51,58";"63,39";"77,54"
"SEZIONE 1641";"";"14,63";"40,45";"44,31";"57,52"
"SEZIONE 1642";"";"19,03";"43,32";"50,61";"64,57"
"SEZIONE 1643";"";"21,63";"54,49";"60,11";"71,91"
"SEZIONE 1644";"";"20,74";"46,44";"57,76";"71,25"
"SEZIONE 1645";"";"18,73";"44,61";"55,93";"70,75"
"SEZIONE 1646";"";"17,39";"46,17";"55,07";"68,94"
"SEZIONE 1647";"";"18,68";"46,92";"53,53";"66,29"
"SEZIONE 1648";"";"22,87";"54,79";"61,04";"71,54"
"SEZIONE 1649";"";"25,28";"48,46";"57,34";"69,91"
"SEZIONE 1650";"";"16,65";"45,64";"55,24";"68,27"
"SEZIONE 1651";"";"21,11";"51,42";"59,20";"71,23"
"SEZIONE 1652";"";"20,20";"51,02";"58,23";"70,54"
"SEZIONE 1653";"";"20,69";"52,05";"59,10";"73,98"
"SEZIONE 1654";"";"23,33";"50,00";"58,89";"72,78"
"SEZIONE 1655";"";"19,01";"49,61";"62,44";"78,05"
"SEZIONE 1656";"";"20,23";"53,08";"57,48";"70,97"
"SEZIONE 1657";"";"17,81";"48,55";"58,45";"70,02"
"SEZIONE 1658";"";"18,22";"50,30";"60,99";"72,89"
