"";"";"";"Domenica";"";"Lunedi"
"Ente";"Sezioni";"% ore 12";"% ore 19";"% ore 23";"% ore 15"
"SEZIONE 838";"";"6,80";"36,48";"48,59";"62,85"
"SEZIONE 839";"";"10,69";"37,60";"43,89";"58,40"
"SEZIONE 840";"";"9,11";"35,87";"44,42";"56,69"
"SEZIONE 841";"";"12,85";"45,51";"57,03";"70,76"
"SEZIONE 842";"";"9,89";"42,17";"53,24";"65,37"
"SEZIONE 843";"";"6,59";"38,25";"44,27";"59,60"
"SEZIONE 844";"";"9,61";"37,80";"46,14";"60,56"
"SEZIONE 845";"";"9,89";"40,17";"52,16";"67,12"
"SEZIONE 846";"";"10,84";"37,22";"45,63";"60,19"
"SEZIONE 847";"";"7,99";"34,99";"45,25";"61,99"
"SEZIONE 848";"";"11,69";"43,85";"55,54";"69,38"
"SEZIONE 849";"";"8,56";"34,06";"42,26";"55,92"
"SEZIONE 850";"";"9,24";"45,02";"54,55";"66,96"
"SEZIONE 851";"";"10,06";"46,23";"56,70";"69,69"
"SEZIONE 852";"";"8,91";"45,62";"57,10";"73,41"
"SEZIONE 853";"";"8,78";"42,30";"50,50";"62,73"
"SEZIONE 854";"";"10,78";"41,83";"50,00";"65,69"
"SEZIONE 855";"";"9,56";"46,84";"58,67";"71,15"
"SEZIONE 856";"";"10,98";"43,21";"55,73";"68,36"
"SEZIONE 857";"";"7,94";"37,62";"49,68";"63,33"
"SEZIONE 858";"";"11,45";"43,89";"53,80";"67,70"
"SEZIONE 859";"";"12,46";"44,81";"55,49";"69,88"
"SEZIONE 860";"";"13,06";"44,28";"56,39";"69,58"
"SEZIONE 861";"";"7,33";"39,08";"49,57";"63,07"
"SEZIONE 862";"";"9,21";"43,39";"55,13";"69,99"
"SEZIONE 863";"";"11,48";"41,46";"50,50";"64,42"
"SEZIONE 864";"";"7,24";"40,46";"49,01";"63,82"
"SEZIONE 865";"";"12,00";"45,96";"54,60";"67,71"
"SEZIONE 866";"";"10,37";"43,19";"52,17";"66,72"
"SEZIONE 867";"";"14,08";"44,01";"50,53";"64,08"
"SEZIONE 868";"";"7,79";"32,32";"36,12";"47,15"
"SEZIONE 869";"";"7,58";"34,75";"42,70";"56,38"
"SEZIONE 870";"";"6,80";"28,03";"33,50";"44,44"
"SEZIONE 871";"";"7,90";"31,31";"40,12";"54,71"
"SEZIONE 872";"";"10,08";"41,44";"53,87";"64,64"
"SEZIONE 873";"";"6,69";"35,73";"45,02";"56,61"
"SEZIONE 874";"";"8,67";"35,35";"43,04";"54,01"
"SEZIONE 875";"";"4,93";"26,27";"32,68";"42,69"
"SEZIONE 876";"";"8,67";"36,15";"45,27";"58,00"
"SEZIONE 877";"";"8,24";"37,32";"45,72";"61,55"
"SEZIONE 878";"";"10,86";"40,48";"49,55";"65,33"
"SEZIONE 879";"";"9,60";"36,37";"44,90";"60,38"
"SEZIONE 880";"";"8,61";"37,95";"45,52";"60,77"
"SEZIONE 881";"";"10,65";"35,16";"41,55";"51,60"
"SEZIONE 882";"";"8,41";"33,46";"47,48";"58,13"
"SEZIONE 883";"";"8,76";"34,74";"42,92";"56,06"
"SEZIONE 884";"";"9,24";"36,83";"49,77";"63,33"
"SEZIONE 885";"";"10,09";"33,91";"43,38";"56,78"
"SEZIONE 886";"";"6,83";"22,77";"26,97";"36,95"
"SEZIONE 887";"";"6,65";"31,45";"35,69";"47,38"
"SEZIONE 888";"";"10,93";"42,66";"50,60";"64,22"
"SEZIONE 889";"";"8,45";"39,07";"46,09";"61,56"
"SEZIONE 890";"";"5,13";"33,16";"40,85";"51,97"
"SEZIONE 891";"";"8,64";"39,34";"47,84";"62,89"
"SEZIONE 892";"";"9,50";"37,87";"44,30";"54,82"
"SEZIONE 893";"";"6,31";"39,27";"46,37";"56,78"
"SEZIONE 894";"";"12,25";"40,58";"48,85";"64,01"
"SEZIONE 895";"";"11,10";"41,32";"52,42";"64,82"
"SEZIONE 896";"";"12,34";"42,42";"50,41";"63,92"
"SEZIONE 897";"";"8,78";"34,25";"41,82";"54,22"
"SEZIONE 898";"";"8,29";"31,45";"39,17";"53,67"
"SEZIONE 899";"";"7,02";"33,81";"44,98";"59,33"
"SEZIONE 900";"";"7,50";"30,83";"40,17";"54,31"
"SEZIONE 901";"";"6,89";"27,74";"34,98";"53,18"
"SEZIONE 902";"";"9,46";"33,63";"43,61";"57,27"
"SEZIONE 903";"";"8,36";"32,40";"41,99";"56,62"
"SEZIONE 904";"";"8,37";"34,68";"43,35";"54,56"
"SEZIONE 905";"";"7,72";"34,82";"40,14";"52,83"
"SEZIONE 906";"";"7,94";"29,06";"35,20";"45,13"
"SEZIONE 907";"";"10,22";"44,70";"57,14";"71,67"
"SEZIONE 908 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 909 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 910";"";"10,59";"52,27";"59,84";"73,34"
"SEZIONE 911 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 912 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 913";"";"11,55";"43,12";"52,94";"66,79"
"SEZIONE 914";"";"9,65";"46,62";"58,04";"72,67"
"SEZIONE 915";"";"10,49";"36,65";"45,02";"55,38"
"SEZIONE 916 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 917 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 918 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 919 (Sezione ospedaliera)";"";"-";"-";"-";"-"
